date,home_team,away_team,home_score,away_score,tournament,neutral
2023-07-12,New York Red Bulls,FC Cincinnati,1,2,mls,FALSE
2023-07-12,New England Revolution,Atlanta United,2,1,mls,FALSE
2023-07-13,Houston Dynamo,Minnesota United,0,3,mls,FALSE
2023-07-13,Chicago Fire,CF Montreal,3,0,mls,FALSE
2023-07-13,Sporting Kansas City,Real Salt Lake,2,2,mls,FALSE
2023-07-13,Nashville SC,Philadelphia Union,0,2,mls,FALSE
2023-07-13,Colorado Rapids,Portland Timbers,0,0,mls,FALSE
2023-07-13,San Jose Earthquakes,Seattle Sounders,2,0,mls,FALSE
2023-07-13,Vancouver Whitecaps,Austin,2,1,mls,FALSE
2023-07-13,Los Angeles FC,St. Louis City,3,0,mls,FALSE
2023-07-15,Philadelphia Union,New York City,2,1,mls,FALSE
2023-07-15,Atlanta United,Orlando City SC,1,2,mls,FALSE
2023-07-15,New England Revolution,DC United,4,0,mls,FALSE
2023-07-15,CF Montreal,Charlotte,2,0,mls,FALSE
2023-07-15,FC Cincinnati,Nashville SC,3,1,mls,FALSE
2023-07-16,Chicago Fire,Toronto,1,0,mls,FALSE
2023-07-16,Minnesota United,Los Angeles FC,1,1,mls,FALSE
2023-07-16,St. Louis City,Inter Miami,3,0,mls,FALSE
2023-07-16,Real Salt Lake,New York Red Bulls,3,1,mls,FALSE
2023-07-16,Colorado Rapids,Houston Dynamo,0,0,mls,FALSE
2023-07-16,Austin,Sporting Kansas City,2,1,mls,FALSE
2023-07-16,Seattle Sounders,FC Dallas,1,1,mls,FALSE
2023-07-16,Vancouver Whitecaps,Los Angeles Galaxy,4,2,mls,FALSE
2023-07-16,Portland Timbers,Columbus Crew,3,2,mls,FALSE
2023-08-20,Toronto,CF Montreal,2,3,mls,FALSE
2023-08-20,New York Red Bulls,DC United,1,0,mls,FALSE
2023-08-20,New York City,Minnesota United,0,2,mls,FALSE
2023-08-20,Columbus Crew,FC Cincinnati,3,0,mls,FALSE
2023-08-21,Houston Dynamo,Portland Timbers,5,0,mls,FALSE
2023-08-21,Chicago Fire,Orlando City SC,1,3,mls,FALSE
2023-08-21,St. Louis City,Austin,6,3,mls,FALSE
2023-08-21,Seattle Sounders,Atlanta United,0,2,mls,FALSE
2023-08-21,Vancouver Whitecaps,San Jose Earthquakes,0,1,mls,FALSE
2023-08-24,Los Angeles FC,Colorado Rapids,4,0,mls,FALSE
2023-08-26,Orlando City SC,St. Louis City,2,1,mls,FALSE
2023-08-26,New York Red Bulls,Inter Miami,0,2,mls,FALSE
2023-08-26,Atlanta United,Nashville SC,4,0,mls,FALSE
2023-08-26,Columbus Crew,Toronto,2,0,mls,FALSE
2023-08-26,CF Montreal,New England Revolution,1,0,mls,FALSE
2023-08-26,DC United,Philadelphia Union,1,3,mls,FALSE
2023-08-26,FC Cincinnati,New York City,3,0,mls,FALSE
2023-08-26,Charlotte,Los Angeles FC,2,1,mls,FALSE
2023-08-27,FC Dallas,Austin,1,0,mls,FALSE
2023-08-27,Sporting Kansas City,San Jose Earthquakes,3,0,mls,FALSE
2023-08-27,Real Salt Lake,Houston Dynamo,0,3,mls,FALSE
2023-08-27,Los Angeles Galaxy,Chicago Fire,3,0,mls,FALSE
2023-08-27,Portland Timbers,Vancouver Whitecaps,2,3,mls,FALSE
2023-08-27,Minnesota United,Seattle Sounders,1,1,mls,FALSE
2023-08-30,Toronto,Philadelphia Union,3,1,mls,FALSE
2023-08-30,New York City,CF Montreal,2,0,mls,FALSE
2023-08-30,Atlanta United,FC Cincinnati,1,2,mls,FALSE
2023-08-30,New England Revolution,New York Red Bulls,1,0,mls,FALSE
2023-08-30,Inter Miami,Nashville SC,0,0,mls,FALSE
2023-08-30,Charlotte,Orlando City SC,1,1,mls,FALSE
2023-08-31,Houston Dynamo,Columbus Crew,2,0,mls,FALSE
2023-08-31,Chicago Fire,Vancouver Whitecaps,0,1,mls,FALSE
2023-08-31,Minnesota United,Colorado Rapids,3,0,mls,FALSE
2023-08-31,Austin,Seattle Sounders,1,2,mls,FALSE
2023-08-31,St. Louis City,FC Dallas,2,1,mls,FALSE
2023-08-31,San Jose Earthquakes,Los Angeles Galaxy,2,3,mls,FALSE
2023-08-31,Portland Timbers,Real Salt Lake,2,1,mls,FALSE
2023-09-02,New York City,Vancouver Whitecaps,1,1,mls,FALSE
2023-09-02,New England Revolution,Austin,2,2,mls,FALSE
2023-09-02,CF Montreal,Columbus Crew,2,4,mls,FALSE
2023-09-02,DC United,Chicago Fire,4,0,mls,FALSE
2023-09-02,FC Cincinnati,Orlando City SC,0,1,mls,FALSE
2023-09-03,FC Dallas,Atlanta United,2,2,mls,FALSE
2023-09-03,Sporting Kansas City,St. Louis City,2,1,mls,FALSE
2023-09-03,Nashville SC,Charlotte,1,1,mls,FALSE
2023-09-03,Real Salt Lake,Colorado Rapids,2,0,mls,FALSE
2023-09-03,Seattle Sounders,Portland Timbers,2,2,mls,FALSE
2023-09-03,San Jose Earthquakes,Minnesota United,1,1,mls,FALSE
2023-09-03,Los Angeles Galaxy,Houston Dynamo,0,0,mls,FALSE
2023-09-03,Philadelphia Union,New York Red Bulls,4,1,mls,FALSE
2023-09-04,Los Angeles FC,Inter Miami,1,3,mls,FALSE
2023-09-09,DC United,San Jose Earthquakes,0,0,mls,FALSE
2023-09-09,Inter Miami,Sporting Kansas City,3,2,mls,FALSE
2023-09-10,Minnesota United,New England Revolution,1,1,mls,FALSE
2023-09-10,Portland Timbers,Los Angeles FC,2,0,mls,FALSE
2023-09-11,Los Angeles Galaxy,St. Louis City,2,2,mls,FALSE
2023-09-16,New York City,New York Red Bulls,0,0,mls,FALSE
2023-09-16,Atlanta United,Inter Miami,5,2,mls,FALSE
2023-09-16,Orlando City SC,Columbus Crew,4,3,mls,FALSE
2023-09-16,Philadelphia Union,FC Cincinnati,2,2,mls,FALSE
2023-09-16,Toronto,Vancouver Whitecaps,1,2,mls,FALSE
2023-09-16,CF Montreal,Chicago Fire,0,0,mls,FALSE
2023-09-16,Charlotte,DC United,0,0,mls,FALSE
2023-09-17,FC Dallas,Seattle Sounders,1,1,mls,FALSE
2023-09-17,Houston Dynamo,St. Louis City,1,1,mls,FALSE
2023-09-17,Minnesota United,Sporting Kansas City,0,1,mls,FALSE
2023-09-17,Colorado Rapids,New England Revolution,2,1,mls,FALSE
2023-09-17,San Jose Earthquakes,Real Salt Lake,2,1,mls,FALSE
2023-09-17,Los Angeles FC,Los Angeles Galaxy,4,2,mls,FALSE
2023-09-18,Austin,Portland Timbers,1,2,mls,FALSE
2023-09-20,New York Red Bulls,Austin,1,1,mls,FALSE
2023-09-20,New York City,Orlando City SC,2,0,mls,FALSE
2023-09-20,Columbus Crew,Chicago Fire,3,0,mls,FALSE
2023-09-20,CF Montreal,FC Cincinnati,1,1,mls,FALSE
2023-09-20,DC United,Atlanta United,1,1,mls,FALSE
2023-09-20,Inter Miami,Toronto,4,0,mls,FALSE
2023-09-20,Charlotte,Philadelphia Union,2,2,mls,FALSE
2023-09-21,Houston Dynamo,Vancouver Whitecaps,4,1,mls,FALSE
2023-09-21,Sporting Kansas City,Nashville SC,0,3,mls,FALSE
2023-09-21,St. Louis City,Los Angeles FC,0,0,mls,FALSE
2023-09-21,Real Salt Lake,FC Dallas,1,3,mls,FALSE
2023-09-21,Colorado Rapids,Seattle Sounders,1,2,mls,FALSE
2023-09-21,Los Angeles Galaxy,Minnesota United,4,3,mls,FALSE
2023-09-21,Portland Timbers,San Jose Earthquakes,2,1,mls,FALSE
2023-09-23,Philadelphia Union,Los Angeles FC,0,0,mls,FALSE
2023-09-23,Atlanta United,CF Montreal,4,1,mls,FALSE
2023-09-23,DC United,New York Red Bulls,3,5,mls,FALSE
2023-09-23,FC Cincinnati,Charlotte,3,0,mls,FALSE
2023-09-24,FC Dallas,Columbus Crew,1,1,mls,FALSE
2023-09-24,Chicago Fire,New England Revolution,2,2,mls,FALSE
2023-09-24,Sporting Kansas City,Houston Dynamo,2,1,mls,FALSE
2023-09-24,Minnesota United,St. Louis City,1,2,mls,FALSE
2023-09-24,Real Salt Lake,Vancouver Whitecaps,2,1,mls,FALSE
2023-09-24,San Jose Earthquakes,Nashville SC,1,1,mls,FALSE
2023-09-24,Portland Timbers,Colorado Rapids,3,2,mls,FALSE
2023-09-24,New York City,Toronto,3,0,mls,FALSE
2023-09-24,Orlando City SC,Inter Miami,1,1,mls,FALSE
2023-09-25,Austin,Los Angeles Galaxy,3,3,mls,FALSE
2023-09-27,Philadelphia Union,FC Dallas,1,1,mls,FALSE
2023-09-28,Colorado Rapids,Vancouver Whitecaps,2,2,mls,FALSE
2023-09-30,Orlando City SC,CF Montreal,3,0,mls,FALSE
2023-09-30,Toronto,FC Cincinnati,2,3,mls,FALSE
2023-09-30,New York Red Bulls,Chicago Fire,0,1,mls,FALSE
2023-09-30,New England Revolution,Charlotte,2,1,mls,FALSE
2023-09-30,Columbus Crew,Philadelphia Union,1,1,mls,FALSE
2023-09-30,Inter Miami,New York City,1,1,mls,FALSE
2023-10-01,Houston Dynamo,FC Dallas,0,0,mls,FALSE
2023-10-01,Minnesota United,San Jose Earthquakes,1,1,mls,FALSE
2023-10-01,Nashville SC,Seattle Sounders,0,0,mls,FALSE
2023-10-01,St. Louis City,Sporting Kansas City,4,1,mls,FALSE
2023-10-01,Colorado Rapids,Austin,1,0,mls,FALSE
2023-10-01,Vancouver Whitecaps,DC United,2,2,mls,FALSE
2023-10-01,Los Angeles Galaxy,Portland Timbers,3,3,mls,FALSE
2023-10-02,Los Angeles FC,Real Salt Lake,0,1,mls,FALSE
2023-10-04,Philadelphia Union,Atlanta United,3,2,mls,FALSE
2023-10-04,New England Revolution,Columbus Crew,1,2,mls,FALSE
2023-10-04,CF Montreal,Houston Dynamo,1,1,mls,FALSE
2023-10-04,FC Cincinnati,New York Red Bulls,1,2,mls,FALSE
2023-10-04,Charlotte,Toronto,3,0,mls,FALSE
2023-10-05,Chicago Fire,Inter Miami,4,1,mls,FALSE
2023-10-05,Nashville SC,Orlando City SC,0,1,mls,FALSE
2023-10-05,Austin,DC United,3,0,mls,FALSE
2023-10-05,Seattle Sounders,Los Angeles Galaxy,2,1,mls,FALSE
2023-10-05,Vancouver Whitecaps,St. Louis City,3,0,mls,FALSE
2023-10-05,Los Angeles FC,Minnesota United,5,1,mls,FALSE
2023-10-07,Orlando City SC,New England Revolution,3,2,mls,FALSE
2023-10-07,Philadelphia Union,Nashville SC,0,0,mls,FALSE
2023-10-07,New York Red Bulls,Toronto,3,0,mls,FALSE
2023-10-07,Atlanta United,Columbus Crew,1,1,mls,FALSE
2023-10-07,CF Montreal,Portland Timbers,4,1,mls,FALSE
2023-10-07,DC United,New York City,2,0,mls,FALSE
2023-10-07,Inter Miami,FC Cincinnati,0,1,mls,FALSE
2023-10-08,FC Dallas,San Jose Earthquakes,1,1,mls,FALSE
2023-10-08,Houston Dynamo,Colorado Rapids,5,1,mls,FALSE
2023-10-08,Chicago Fire,Charlotte,0,2,mls,FALSE
2023-10-08,Minnesota United,Los Angeles Galaxy,5,2,mls,FALSE
2023-10-08,Austin,Los Angeles FC,2,4,mls,FALSE
2023-10-08,Real Salt Lake,Sporting Kansas City,2,3,mls,FALSE
2023-10-08,Seattle Sounders,Vancouver Whitecaps,0,0,mls,FALSE
2023-10-15,FC Dallas,Colorado Rapids,1,1,mls,FALSE
2023-10-15,Nashville SC,New England Revolution,3,2,mls,FALSE
2023-10-15,Los Angeles Galaxy,Real Salt Lake,2,2,mls,FALSE
2023-10-19,Inter Miami,Charlotte,2,2,mls,FALSE
2023-10-21,Toronto,Orlando City SC,0,2,mls,FALSE
2023-10-22,San Jose Earthquakes,Austin,1,1,mls,FALSE
2023-10-22,Vancouver Whitecaps,Los Angeles FC,1,1,mls,FALSE
2023-10-22,Los Angeles Galaxy,FC Dallas,1,4,mls,FALSE
2023-10-22,Colorado Rapids,Real Salt Lake,0,1,mls,FALSE
2023-10-22,Sporting Kansas City,Minnesota United,3,1,mls,FALSE
2023-10-22,Portland Timbers,Houston Dynamo,1,3,mls,FALSE
2023-10-22,St. Louis City,Seattle Sounders,0,2,mls,FALSE
2023-10-22,New York City,Chicago Fire,1,0,mls,FALSE
2023-10-22,New England Revolution,Philadelphia Union,2,1,mls,FALSE
2023-10-22,Columbus Crew,CF Montreal,2,1,mls,FALSE
2023-10-22,FC Cincinnati,Atlanta United,2,2,mls,FALSE
2023-10-22,Nashville SC,New York Red Bulls,0,1,mls,FALSE
2023-10-22,Charlotte,Inter Miami,1,0,mls,FALSE
2023-10-25,New York Red Bulls,Charlotte,5,2,mls,FALSE
2023-10-26,Sporting Kansas City,San Jose Earthquakes,0,0,mls,FALSE
2023-10-28,Philadelphia Union,New England Revolution,3,1,mls,FALSE
2023-10-29,Los Angeles FC,Vancouver Whitecaps,5,2,mls,FALSE
2023-10-29,Houston Dynamo,Real Salt Lake,2,1,mls,FALSE
2023-10-30,FC Cincinnati,New York Red Bulls,3,0,mls,FALSE
2023-10-30,St. Louis City,Sporting Kansas City,1,4,mls,FALSE
2023-10-30,Orlando City SC,Nashville SC,1,0,mls,FALSE
2023-10-31,Seattle Sounders,FC Dallas,2,0,mls,FALSE
2023-11-01,Columbus Crew,Atlanta United,2,0,mls,FALSE
2023-11-04,New York Red Bulls,FC Cincinnati,1,1,mls,FALSE
2023-11-05,FC Dallas,Seattle Sounders,3,1,mls,FALSE
2023-11-05,Sporting Kansas City,St. Louis City,2,1,mls,FALSE
2023-11-06,Vancouver Whitecaps,Los Angeles FC,0,1,mls,FALSE
2023-11-07,Real Salt Lake,Houston Dynamo,1,1,mls,FALSE
2023-11-08,Atlanta United,Columbus Crew,4,2,mls,FALSE
2023-11-08,Nashville SC,Orlando City SC,0,1,mls,FALSE
2023-11-09,New England Revolution,Philadelphia Union,0,1,mls,FALSE
2023-11-11,Seattle Sounders,FC Dallas,1,0,mls,FALSE
2023-11-11,Houston Dynamo,Real Salt Lake,1,1,mls,FALSE
2023-11-13,Columbus Crew,Atlanta United,4,2,mls,FALSE
2023-11-25,Orlando City SC,Columbus Crew,0,2,mls,FALSE
2023-11-26,FC Cincinnati,Philadelphia Union,1,0,mls,FALSE
2023-11-27,Houston Dynamo,Sporting Kansas City,1,0,mls,FALSE
2023-11-27,Seattle Sounders,Los Angeles FC,0,1,mls,FALSE
2023-12-02,FC Cincinnati,Columbus Crew,2,3,mls,FALSE
2023-12-03,Los Angeles FC,Houston Dynamo,2,0,mls,FALSE
2023-12-09,Columbus Crew,Los Angeles FC,2,1,mls,FALSE
2024-02-22,Inter Miami,Real Salt Lake,2,0,mls,FALSE
2024-02-24,Columbus Crew,Atlanta United,1,0,mls,FALSE
2024-02-24,Los Angeles FC,Seattle Sounders,2,1,mls,FALSE
2024-02-24,Nashville SC,New York Red Bulls,0,0,mls,FALSE
2024-02-25,Orlando City SC,CF Montreal,0,0,mls,FALSE
2024-02-25,Philadelphia Union,Chicago Fire,2,2,mls,FALSE
2024-02-25,DC United,New England Revolution,3,1,mls,FALSE
2024-02-25,Charlotte,New York City,1,0,mls,FALSE
2024-02-25,FC Dallas,San Jose Earthquakes,2,1,mls,FALSE
2024-02-25,Houston Dynamo,Sporting Kansas City,1,1,mls,FALSE
2024-02-25,Austin,Minnesota United,1,2,mls,FALSE
2024-02-25,St. Louis City,Real Salt Lake,1,1,mls,FALSE
2024-02-25,Portland Timbers,Colorado Rapids,4,1,mls,FALSE
2024-02-25,FC Cincinnati,Toronto,0,0,mls,FALSE
2024-02-26,Los Angeles Galaxy,Inter Miami,1,1,mls,FALSE
2024-03-02,Real Salt Lake,Los Angeles FC,3,0,mls,FALSE
2024-03-02,Minnesota United,Columbus Crew,1,1,mls,FALSE
2024-03-02,Inter Miami,Orlando City SC,5,0,mls,FALSE
2024-03-03,Vancouver Whitecaps,Charlotte,1,1,mls,FALSE
2024-03-03,FC Dallas,CF Montreal,1,2,mls,FALSE
2024-03-03,Houston Dynamo,New York Red Bulls,1,2,mls,FALSE
2024-03-03,Chicago Fire,FC Cincinnati,1,2,mls,FALSE
2024-03-03,Sporting Kansas City,Philadelphia Union,1,1,mls,FALSE
2024-03-03,St. Louis City,New York City,2,0,mls,FALSE
2024-03-03,Colorado Rapids,Nashville SC,1,1,mls,FALSE
2024-03-03,Seattle Sounders,Austin,0,0,mls,FALSE
2024-03-03,San Jose Earthquakes,Los Angeles Galaxy,1,3,mls,FALSE
2024-03-03,Portland Timbers,DC United,2,2,mls,FALSE
2024-03-03,New England Revolution,Toronto,0,1,mls,FALSE
2024-03-09,Toronto,Charlotte,1,0,mls,FALSE
2024-03-09,New York City,Portland Timbers,1,2,mls,FALSE
2024-03-10,Orlando City SC,Minnesota United,2,3,mls,FALSE
2024-03-10,New York Red Bulls,FC Dallas,2,1,mls,FALSE
2024-03-10,Atlanta United,New England Revolution,4,1,mls,FALSE
2024-03-10,Columbus Crew,Chicago Fire,2,1,mls,FALSE
2024-03-10,Austin,St. Louis City,2,2,mls,FALSE
2024-03-10,Real Salt Lake,Colorado Rapids,1,2,mls,FALSE
2024-03-10,San Jose Earthquakes,Vancouver Whitecaps,0,2,mls,FALSE
2024-03-10,Los Angeles FC,Sporting Kansas City,0,0,mls,FALSE
2024-03-10,FC Cincinnati,DC United,0,0,mls,FALSE
2024-03-10,Nashville SC,Los Angeles Galaxy,2,2,mls,FALSE
2024-03-10,Inter Miami,CF Montreal,2,3,mls,FALSE
2024-03-16,Chicago Fire,CF Montreal,4,3,mls,FALSE
2024-03-16,DC United,Inter Miami,1,3,mls,FALSE
2024-03-16,Seattle Sounders,Colorado Rapids,1,1,mls,FALSE
2024-03-16,New York City,Toronto,2,1,mls,FALSE
2024-03-16,Columbus Crew,New York Red Bulls,3,0,mls,FALSE
2024-03-17,FC Dallas,Vancouver Whitecaps,1,3,mls,FALSE
2024-03-17,Houston Dynamo,Portland Timbers,1,0,mls,FALSE
2024-03-17,Sporting Kansas City,San Jose Earthquakes,2,1,mls,FALSE
2024-03-17,Minnesota United,Los Angeles FC,2,0,mls,FALSE
2024-03-17,Nashville SC,Charlotte,2,1,mls,FALSE
2024-03-17,Austin,Philadelphia Union,2,2,mls,FALSE
2024-03-17,Los Angeles Galaxy,St. Louis City,3,3,mls,FALSE
2024-03-17,New England Revolution,FC Cincinnati,1,2,mls,FALSE
2024-03-17,Atlanta United,Orlando City SC,2,0,mls,FALSE
2024-03-23,New York Red Bulls,Inter Miami,4,0,mls,FALSE
2024-03-23,New England Revolution,Chicago Fire,1,1,mls,FALSE
2024-03-23,Orlando City SC,Austin,2,0,mls,FALSE
2024-03-23,Toronto,Atlanta United,2,0,mls,FALSE
2024-03-23,Vancouver Whitecaps,Real Salt Lake,1,2,mls,FALSE
2024-03-23,FC Cincinnati,New York City,1,0,mls,FALSE
2024-03-23,Charlotte,Columbus Crew,2,0,mls,FALSE
2024-03-24,Sporting Kansas City,Los Angeles Galaxy,2,3,mls,FALSE
2024-03-24,St. Louis City,DC United,2,2,mls,FALSE
2024-03-24,Colorado Rapids,Houston Dynamo,0,1,mls,FALSE
2024-03-24,San Jose Earthquakes,Seattle Sounders,3,2,mls,FALSE
2024-03-24,Los Angeles FC,Nashville SC,5,0,mls,FALSE
2024-03-24,Portland Timbers,Philadelphia Union,1,3,mls,FALSE
2024-03-30,Philadelphia Union,Minnesota United,2,0,mls,FALSE
2024-03-30,Colorado Rapids,Los Angeles FC,3,2,mls,FALSE
2024-03-30,Orlando City SC,New York Red Bulls,1,1,mls,FALSE
2024-03-30,Toronto,Sporting Kansas City,1,3,mls,FALSE
2024-03-30,DC United,CF Montreal,1,0,mls,FALSE
2024-03-30,Inter Miami,New York City,1,1,mls,FALSE
2024-03-30,Charlotte,FC Cincinnati,1,1,mls,FALSE
2024-03-31,Houston Dynamo,San Jose Earthquakes,2,1,mls,FALSE
2024-03-31,Nashville SC,Columbus Crew,2,2,mls,FALSE
2024-03-31,Austin,FC Dallas,2,1,mls,FALSE
2024-03-31,Real Salt Lake,St. Louis City,3,1,mls,FALSE
2024-03-31,Vancouver Whitecaps,Portland Timbers,3,2,mls,FALSE
2024-03-31,Los Angeles Galaxy,Seattle Sounders,1,0,mls,FALSE
2024-03-31,Atlanta United,Chicago Fire,3,0,mls,FALSE
2024-04-06,Vancouver Whitecaps,Toronto,4,0,mls,FALSE
2024-04-06,New York City,Atlanta United,1,1,mls,FALSE
2024-04-06,New England Revolution,Charlotte,1,0,mls,FALSE
2024-04-06,Columbus Crew,DC United,1,1,mls,FALSE
2024-04-06,FC Cincinnati,New York Red Bulls,1,2,mls,FALSE
2024-04-06,Inter Miami,Colorado Rapids,2,2,mls,FALSE
2024-04-06,Los Angeles FC,Los Angeles Galaxy,2,1,mls,FALSE
2024-04-07,Chicago Fire,Houston Dynamo,2,1,mls,FALSE
2024-04-07,Minnesota United,Real Salt Lake,1,1,mls,FALSE
2024-04-07,Nashville SC,Philadelphia Union,1,2,mls,FALSE
2024-04-07,Austin,San Jose Earthquakes,4,3,mls,FALSE
2024-04-07,St. Louis City,FC Dallas,0,0,mls,FALSE
2024-04-07,Seattle Sounders,CF Montreal,5,0,mls,FALSE
2024-04-07,Sporting Kansas City,Portland Timbers,3,3,mls,FALSE
2024-04-13,Portland Timbers,Los Angeles FC,2,2,mls,FALSE
2024-04-13,New York Red Bulls,Chicago Fire,0,0,mls,FALSE
2024-04-13,New York City,New England Revolution,2,0,mls,FALSE
2024-04-13,CF Montreal,FC Cincinnati,2,1,mls,FALSE
2024-04-13,DC United,Orlando City SC,2,3,mls,FALSE
2024-04-13,Charlotte,Toronto,3,2,mls,FALSE
2024-04-14,FC Dallas,Seattle Sounders,0,0,mls,FALSE
2024-04-14,Sporting Kansas City,Inter Miami,2,3,mls,FALSE
2024-04-14,Minnesota United,Houston Dynamo,1,2,mls,FALSE
2024-04-14,Real Salt Lake,Columbus Crew,0,0,mls,FALSE
2024-04-14,San Jose Earthquakes,Colorado Rapids,0,3,mls,FALSE
2024-04-14,Vancouver Whitecaps,Los Angeles Galaxy,1,3,mls,FALSE
2024-04-14,Atlanta United,Philadelphia Union,2,2,mls,FALSE
2024-04-14,St. Louis City,Austin,1,0,mls,FALSE
2024-04-20,Toronto,New England Revolution,1,0,mls,FALSE
2024-04-20,New York City,DC United,2,0,mls,FALSE
2024-04-20,Atlanta United,FC Cincinnati,1,2,mls,FALSE
2024-04-20,Columbus Crew,Portland Timbers,2,2,mls,FALSE
2024-04-20,CF Montreal,Orlando City SC,2,2,mls,FALSE
2024-04-20,Inter Miami,Nashville SC,3,1,mls,FALSE
2024-04-21,Houston Dynamo,Austin,0,1,mls,FALSE
2024-04-21,Chicago Fire,Real Salt Lake,0,4,mls,FALSE
2024-04-21,Sporting Kansas City,St. Louis City,3,3,mls,FALSE
2024-04-21,Colorado Rapids,FC Dallas,2,1,mls,FALSE
2024-04-21,Seattle Sounders,Vancouver Whitecaps,0,2,mls,FALSE
2024-04-21,Los Angeles FC,New York Red Bulls,2,2,mls,FALSE
2024-04-21,Charlotte,Minnesota United,0,3,mls,FALSE
2024-04-22,Los Angeles Galaxy,San Jose Earthquakes,4,3,mls,FALSE
2024-04-27,Austin,Los Angeles Galaxy,2,0,mls,FALSE
2024-04-27,Orlando City SC,Toronto,1,2,mls,FALSE
2024-04-27,Philadelphia Union,Real Salt Lake,1,2,mls,FALSE
2024-04-27,New York Red Bulls,Vancouver Whitecaps,1,1,mls,FALSE
2024-04-27,New York City,Charlotte,2,1,mls,FALSE
2024-04-27,New England Revolution,Inter Miami,1,4,mls,FALSE
2024-04-27,Columbus Crew,CF Montreal,0,0,mls,FALSE
2024-04-27,DC United,Seattle Sounders,2,1,mls,FALSE
2024-04-27,FC Cincinnati,Colorado Rapids,2,1,mls,FALSE
2024-04-28,FC Dallas,Houston Dynamo,2,0,mls,FALSE
2024-04-28,Chicago Fire,Atlanta United,0,0,mls,FALSE
2024-04-28,Minnesota United,Sporting Kansas City,2,1,mls,FALSE
2024-04-28,Nashville SC,San Jose Earthquakes,1,1,mls,FALSE
2024-04-28,Los Angeles FC,Portland Timbers,3,2,mls,FALSE
2024-05-01,Philadelphia Union,Seattle Sounders,2,3,mls,FALSE
2024-05-04,San Jose Earthquakes,Los Angeles FC,3,1,mls,FALSE
2024-05-04,Orlando City SC,FC Cincinnati,0,1,mls,FALSE
2024-05-04,Toronto,FC Dallas,3,1,mls,FALSE
2024-05-04,Atlanta United,Minnesota United,1,2,mls,FALSE
2024-05-04,DC United,Philadelphia Union,2,2,mls,FALSE
2024-05-04,Inter Miami,New York Red Bulls,6,2,mls,FALSE
2024-05-04,Charlotte,Portland Timbers,2,0,mls,FALSE
2024-05-05,Houston Dynamo,St. Louis City,0,0,mls,FALSE
2024-05-05,Chicago Fire,New England Revolution,0,1,mls,FALSE
2024-05-05,Nashville SC,CF Montreal,4,1,mls,FALSE
2024-05-05,Real Salt Lake,Sporting Kansas City,1,0,mls,FALSE
2024-05-05,Vancouver Whitecaps,Austin,0,0,mls,FALSE
2024-05-05,New York City,Colorado Rapids,0,2,mls,FALSE
2024-05-05,Seattle Sounders,Los Angeles Galaxy,0,0,mls,FALSE
2024-05-11,Philadelphia Union,Orlando City SC,2,3,mls,FALSE
2024-05-11,Toronto,New York City,2,3,mls,FALSE
2024-05-11,New York Red Bulls,New England Revolution,4,2,mls,FALSE
2024-05-11,Atlanta United,DC United,2,3,mls,FALSE
2024-05-11,CF Montreal,Inter Miami,2,3,mls,FALSE
2024-05-11,Charlotte,Nashville SC,1,0,mls,FALSE
2024-05-11,Columbus Crew,FC Cincinnati,1,2,mls,FALSE
2024-05-12,FC Dallas,Austin,2,1,mls,FALSE
2024-05-12,Sporting Kansas City,Houston Dynamo,1,2,mls,FALSE
2024-05-12,St. Louis City,Chicago Fire,3,1,mls,FALSE
2024-05-12,Colorado Rapids,San Jose Earthquakes,2,3,mls,FALSE
2024-05-12,Los Angeles Galaxy,Real Salt Lake,2,2,mls,FALSE
2024-05-12,Los Angeles FC,Vancouver Whitecaps,3,0,mls,FALSE
2024-05-12,Portland Timbers,Seattle Sounders,1,2,mls,FALSE
2024-05-15,Orlando City SC,Inter Miami,0,0,mls,FALSE
2024-05-15,Philadelphia Union,New York City,1,2,mls,FALSE
2024-05-15,CF Montreal,Columbus Crew,1,3,mls,FALSE
2024-05-15,DC United,New York Red Bulls,1,4,mls,FALSE
2024-05-15,FC Cincinnati,Atlanta United,1,0,mls,FALSE
2024-05-16,Chicago Fire,Charlotte,0,1,mls,FALSE
2024-05-16,Minnesota United,Los Angeles Galaxy,2,2,mls,FALSE
2024-05-16,Nashville SC,Toronto,2,0,mls,FALSE
2024-05-16,Austin,Houston Dynamo,1,0,mls,FALSE
2024-05-16,St. Louis City,Los Angeles FC,0,2,mls,FALSE
2024-05-16,Real Salt Lake,Seattle Sounders,2,0,mls,FALSE
2024-05-16,Colorado Rapids,Vancouver Whitecaps,1,0,mls,FALSE
2024-05-16,Portland Timbers,San Jose Earthquakes,4,2,mls,FALSE
2024-05-18,Nashville SC,Atlanta United,1,1,mls,FALSE
2024-05-18,Toronto,CF Montreal,5,1,mls,FALSE
2024-05-18,New York City,New York Red Bulls,2,1,mls,FALSE
2024-05-18,New England Revolution,Philadelphia Union,0,3,mls,FALSE
2024-05-18,FC Cincinnati,St. Louis City,3,1,mls,FALSE
2024-05-18,Inter Miami,DC United,1,0,mls,FALSE
2024-05-18,Charlotte,Los Angeles Galaxy,0,0,mls,FALSE
2024-05-19,Houston Dynamo,FC Dallas,1,1,mls,FALSE
2024-05-19,Chicago Fire,Columbus Crew,1,3,mls,FALSE
2024-05-19,Minnesota United,Portland Timbers,2,1,mls,FALSE
2024-05-19,Austin,Sporting Kansas City,3,2,mls,FALSE
